TransactionID,CustomerTenureYears,CustomerSegment,EstimatedIncome,CreditScore,RiskFlag,FraudProbability,ChannelType,CustomerBehaviorScore
TXN12851,8,Low Value,1229373,898,Medium,0.077,Mobile,62
TXN12852,7,Mid Value,2897424,883,Medium,0.169,Mobile,89
TXN12853,5,Premium,2545712,581,High,0.238,Intent,15
TXN12854,3,High Value,3169523,824,Medium,0.082,Mobile,37
TXN12855,8,Low Value,780965,655,Low,0.163,Autopay,82
TXN12856,3,Premium,1343695,568,Low,0.063,Autopay,33
TXN12857,8,High Value,957364,583,Low,0.007,Mobile,94
TXN12858,1,Low Value,2956344,737,Low,0.126,Intent,18
TXN12859,5,High Value,3100151,557,High,0.075,QR,26
TXN12860,1,Low Value,2595271,592,Medium,0.011,Mobile,12
TXN12861,1,High Value,2775350,867,Medium,0.013,Autopay,19
TXN12862,5,Premium,572438,643,Low,0.006,Intent,65
TXN12863,1,Mid Value,609263,611,Medium,0.121,Intent,18
TXN12864,6,Mid Value,3071091,802,High,0.035,QR,46
TXN12865,0,Low Value,1600704,711,Medium,0.211,Intent,17
TXN12866,2,Premium,2839563,683,High,0.015,Autopay,6
TXN12867,8,Premium,735591,660,Medium,0.02,Intent,79
TXN12868,0,Mid Value,2392797,727,Low,0.221,Intent,87
TXN12869,2,High Value,2112036,733,High,0.159,Mobile,55
TXN12870,0,Mid Value,1701611,793,Medium,0.234,Autopay,46
TXN12871,7,High Value,554540,599,High,0.22,QR,47
TXN12872,5,Premium,450814,772,Low,0.066,Mobile,85
TXN12873,7,Mid Value,863437,758,Low,0.108,Mobile,22
TXN12874,5,Premium,1648656,590,High,0.131,Autopay,96
TXN12875,4,High Value,2459417,784,High,0.189,QR,45
TXN12876,8,High Value,1962982,616,High,0.089,Mobile,19
TXN12877,6,Premium,2315792,867,Medium,0.25,Autopay,10
TXN12878,5,Low Value,2651161,748,Low,0.101,Mobile,66
TXN12879,0,High Value,2528048,755,Medium,0.17,Autopay,52
TXN12880,3,Low Value,2616265,583,Medium,0.111,Autopay,62
TXN12881,8,Low Value,856878,813,Low,0.023,Mobile,91
TXN12882,8,Low Value,434682,564,Medium,0.108,Intent,35
TXN12883,8,High Value,1408427,751,High,0.15,Autopay,79
TXN12884,9,Mid Value,1221486,887,Low,0.212,Intent,84
TXN12885,1,Low Value,2628789,591,Medium,0.035,Intent,92
TXN12886,1,Low Value,2612890,889,Medium,0.021,Autopay,41
TXN12887,7,High Value,885421,761,Medium,0.216,Intent,14
TXN12888,2,Premium,2514861,613,Low,0.047,Autopay,84
TXN12889,1,Mid Value,2803180,695,Low,0.019,QR,73
TXN12890,6,Low Value,400829,759,Low,0.007,QR,32
TXN12891,0,Low Value,1661874,890,High,0.121,Autopay,81
TXN12892,2,High Value,1360108,646,Low,0.071,Mobile,24
TXN12893,6,High Value,876703,654,High,0.199,Autopay,52
TXN12894,8,Low Value,1039782,778,Medium,0.21,QR,12
TXN12895,4,High Value,721960,714,High,0.069,Mobile,1
TXN12896,6,Premium,2179398,559,Medium,0.191,Mobile,98
TXN12897,1,High Value,2097656,585,High,0.097,Intent,59
TXN12898,1,Mid Value,2141574,758,High,0.139,Autopay,70
TXN12899,7,Premium,1838321,782,High,0.118,Autopay,64
TXN12900,2,Premium,2055908,585,High,0.163,Intent,51
TXN12901,6,Low Value,951912,550,Low,0.086,Intent,51
TXN12902,3,High Value,2305270,648,Medium,0.147,Intent,76
TXN12903,2,Premium,1959757,812,High,0.004,QR,33
TXN12904,2,Mid Value,1988675,585,High,0.042,Autopay,32
TXN12905,5,High Value,1046055,673,Medium,0.071,Autopay,48
TXN12906,0,Premium,1965457,573,Medium,0.194,Mobile,4
TXN12907,1,Mid Value,2910721,806,Medium,0.188,Mobile,86
TXN12908,5,Mid Value,1747559,781,Medium,0.223,QR,80
TXN12909,4,High Value,1978857,739,High,0.197,Autopay,68
TXN12910,8,Mid Value,2316549,764,Medium,0.069,Autopay,36
TXN12911,1,Mid Value,1125531,689,Low,0.18,Mobile,81
TXN12912,8,High Value,1568282,724,Medium,0.034,Mobile,46
TXN12913,6,High Value,2252618,801,Medium,0.035,Mobile,30
TXN12914,2,Premium,2742383,738,Medium,0.225,Autopay,76
TXN12915,1,Low Value,1204115,874,Medium,0.113,Intent,32
TXN12916,0,Mid Value,2108538,669,Low,0.088,Mobile,40
TXN12917,0,Premium,369986,712,High,0.035,Mobile,68
TXN12918,2,Mid Value,2057533,774,High,0.074,Mobile,6
TXN12919,3,Low Value,1439344,860,Medium,0.092,QR,97
TXN12920,4,Premium,2523829,673,High,0.083,QR,33
TXN12921,0,Low Value,753415,773,Low,0.075,Intent,60
TXN12922,4,Mid Value,1913141,636,Low,0.109,Mobile,38
TXN12923,2,High Value,1752814,898,Low,0.108,Mobile,17
TXN12924,1,High Value,254990,823,Low,0.07,Mobile,59
TXN12925,2,Mid Value,831012,684,High,0.044,Autopay,48
TXN12926,1,High Value,646607,724,Low,0.081,Mobile,96
TXN12927,8,High Value,245401,670,Low,0.227,Intent,63
TXN12928,8,High Value,507234,870,Low,0.044,Autopay,8
TXN12929,0,Mid Value,2596227,767,High,0.103,Autopay,12
TXN12930,1,Low Value,3180839,713,High,0.062,QR,11
TXN12931,3,High Value,2844832,662,Low,0.182,Mobile,32
TXN12932,1,Mid Value,1958128,761,High,0.009,Intent,19
TXN12933,9,High Value,2792616,640,High,0.002,QR,63
TXN12934,2,Low Value,181886,880,Medium,0.166,QR,89
TXN12935,0,Mid Value,2151578,752,Medium,0.028,Intent,19
TXN12936,5,High Value,1327124,852,High,0.013,Mobile,96
TXN12937,8,High Value,344821,870,Medium,0.133,Intent,90
TXN12938,0,High Value,1751404,744,Medium,0.174,QR,26
TXN12939,6,Low Value,2372772,652,Medium,0.197,Intent,6
TXN12940,4,High Value,2685119,843,Low,0.033,QR,74
TXN12941,5,High Value,874209,700,Medium,0.083,QR,56
TXN12942,1,Mid Value,1363140,557,Medium,0.101,QR,4
TXN12943,1,High Value,1605389,606,Medium,0.028,Mobile,36
TXN12944,9,Mid Value,301150,695,High,0.25,Intent,17
TXN12945,2,Premium,1254804,769,Low,0.068,Intent,66
TXN12946,3,High Value,806117,564,Medium,0.076,Intent,40
TXN12947,1,High Value,2972372,735,Medium,0.047,Mobile,88
TXN12948,3,Low Value,1624908,595,High,0.223,QR,69
TXN12949,0,Low Value,2535154,790,High,0.249,QR,18
TXN12950,5,Premium,2935126,670,Low,0.147,Autopay,8
TXN12951,3,Low Value,2485841,850,High,0.058,Autopay,58
TXN12952,8,Mid Value,2594807,587,Medium,0.03,Autopay,34
TXN12953,5,High Value,2993751,817,Medium,0.074,Autopay,13
TXN12954,1,Mid Value,1262112,722,High,0.248,Mobile,80
TXN12955,3,Low Value,2315600,572,Low,0.141,Mobile,33
TXN12956,4,Premium,1058433,703,Low,0.121,Intent,97
TXN12957,4,Low Value,724062,772,Medium,0.147,QR,9
TXN12958,9,Low Value,1825796,752,Low,0.042,QR,30
TXN12959,2,Premium,1399711,863,Medium,0.213,Intent,31
TXN12960,2,Low Value,587780,828,Medium,0.1,Intent,13
TXN12961,1,Mid Value,736534,560,Medium,0.004,QR,68
TXN12962,9,Mid Value,1451118,710,Low,0.228,Autopay,13
TXN12963,5,Premium,1654037,837,High,0.109,Intent,11
TXN12964,2,Premium,677497,738,Low,0.022,Intent,48
TXN12965,2,Premium,1228463,873,High,0.142,Autopay,86
TXN12966,2,Premium,1423143,786,High,0.08,Autopay,31
TXN12967,5,Low Value,1676503,599,Low,0.003,Mobile,45
TXN12968,5,Premium,1503350,755,High,0.222,QR,81
TXN12969,4,Mid Value,2576269,633,High,0.092,QR,25
TXN12970,5,High Value,867077,727,High,0.036,QR,77
TXN12971,3,Premium,2021613,726,Medium,0.213,QR,43
TXN12972,2,Mid Value,856893,789,High,0.195,Autopay,86
TXN12973,3,Premium,2040165,563,High,0.115,Autopay,89
TXN12974,6,High Value,2079833,855,Medium,0.033,Mobile,82
TXN12975,8,High Value,222512,695,Low,0.044,QR,77
TXN12976,1,High Value,2577083,618,Medium,0.016,QR,55
TXN12977,4,Premium,1192763,781,Low,0.133,Autopay,78
TXN12978,9,Mid Value,2601693,895,High,0.156,Autopay,95
TXN12979,1,Mid Value,3164280,792,Low,0.116,Mobile,22
TXN12980,0,Premium,2884151,690,High,0.225,QR,27
TXN12981,0,Premium,1863374,612,Low,0.239,Intent,88
TXN12982,2,Premium,2259099,592,Low,0.02,Intent,85
TXN12983,8,High Value,216726,776,Medium,0.065,Autopay,50
TXN12984,9,Mid Value,231118,825,Low,0.003,Mobile,96
TXN12985,5,Mid Value,1665671,794,Medium,0.017,Intent,48
TXN12986,7,Mid Value,2117777,875,Medium,0.037,Autopay,33
TXN12987,8,Low Value,1219201,717,High,0.172,Autopay,95
TXN12988,8,Mid Value,1409926,896,Medium,0.105,QR,79
TXN12989,8,High Value,1518059,754,High,0.168,Intent,30
TXN12990,6,Low Value,1144855,685,Low,0.139,Intent,75
TXN12991,1,Premium,2079937,723,High,0.068,Mobile,2
TXN12992,3,High Value,479670,695,Medium,0.111,QR,71
TXN12993,1,Premium,2998577,814,Low,0.014,Autopay,78
TXN12994,2,Mid Value,1682582,563,Medium,0.163,Intent,34
TXN12995,7,Mid Value,2215781,752,High,0.035,Mobile,67
TXN12996,4,High Value,3048623,663,Low,0.249,Intent,92
TXN12997,9,High Value,740951,649,Medium,0.193,QR,67
TXN12998,6,Premium,645862,801,Medium,0.17,Intent,88
TXN12999,6,Low Value,2728700,833,High,0.23,QR,1
TXN13000,7,Low Value,633747,708,High,0.16,Autopay,81
TXN13001,3,Low Value,3116786,641,Medium,0.189,QR,80
TXN13002,9,High Value,2984675,671,Medium,0.007,Autopay,28
TXN13003,0,Premium,878287,669,Low,0.069,QR,48
TXN13004,2,High Value,3176141,802,Medium,0.003,QR,27
TXN13005,7,Low Value,574464,686,Low,0.154,Intent,42
TXN13006,8,Mid Value,649386,684,Low,0.065,Mobile,55
TXN13007,6,Low Value,995199,631,Low,0.067,Mobile,38
TXN13008,1,High Value,1197520,708,Low,0.169,Mobile,3
TXN13009,7,Mid Value,1185936,684,Low,0.113,Intent,64
TXN13010,4,High Value,2350403,695,High,0.183,Mobile,67
TXN13011,0,High Value,2319935,815,Medium,0.226,Mobile,39
TXN13012,9,Low Value,1239733,639,High,0.174,Intent,27
TXN13013,0,Low Value,2522258,572,Medium,0.039,Mobile,92
TXN13014,0,Premium,3076229,700,Medium,0.185,Intent,85
TXN13015,9,High Value,1601883,734,High,0.242,QR,46
TXN13016,3,Premium,1319402,831,Low,0.021,Mobile,43
TXN13017,1,High Value,1713605,718,Medium,0.111,Intent,88
TXN13018,7,Premium,1401527,807,Low,0.009,QR,60
TXN13019,0,Low Value,2286509,700,Medium,0.132,QR,67
TXN13020,6,High Value,2239174,584,Medium,0.182,Intent,62
TXN13021,9,Mid Value,2728876,625,Low,0.049,Intent,8
TXN13022,1,Mid Value,992282,682,High,0.226,Intent,31
TXN13023,4,Premium,2950123,605,Low,0.166,Intent,8
TXN13024,0,High Value,1153566,620,High,0.151,Intent,88
TXN13025,0,Mid Value,1656326,653,Low,0.232,Intent,49
TXN13026,7,Premium,731067,791,High,0.123,QR,53
TXN13027,9,High Value,2218991,816,High,0.218,QR,23
TXN13028,2,Low Value,1774390,683,Medium,0.241,Autopay,74
TXN13029,4,Mid Value,1987875,576,Low,0.15,Autopay,17
TXN13030,8,High Value,2613391,810,High,0.011,Intent,66
TXN13031,1,Premium,1471924,719,Low,0.128,Intent,44
TXN13032,2,Premium,2537560,854,Low,0.22,Autopay,83
TXN13033,3,Mid Value,2051077,620,Medium,0.196,Intent,31
TXN13034,5,Premium,2273173,553,Low,0.058,Mobile,9
TXN13035,4,Mid Value,2285866,683,High,0.22,QR,46
TXN13036,6,Low Value,654866,813,High,0.211,QR,15
TXN13037,9,Mid Value,405886,811,High,0.125,QR,30
TXN13038,3,Low Value,559115,811,High,0.177,Mobile,32
TXN13039,9,Mid Value,3034361,703,High,0.044,Intent,12
TXN13040,2,Mid Value,2380821,755,Medium,0.127,Intent,57
TXN13041,1,High Value,908778,664,High,0.091,Autopay,5
TXN13042,9,Low Value,1715348,703,High,0.203,Mobile,60
TXN13043,8,Premium,2368385,735,Low,0.122,Autopay,96
TXN13044,4,Mid Value,1631453,869,High,0.21,Autopay,10
TXN13045,9,High Value,1657990,865,Medium,0.22,Intent,93
TXN13046,3,Mid Value,2804761,847,High,0.002,QR,72
TXN13047,5,High Value,646075,709,Low,0.219,QR,13
TXN13048,3,Mid Value,2644739,823,Low,0.215,QR,5
TXN13049,4,High Value,268933,552,High,0.093,Autopay,34
TXN13050,0,Mid Value,1673135,778,High,0.248,Intent,22
TXN13051,7,Premium,2571555,721,Medium,0.075,QR,67
TXN13052,6,High Value,576529,592,Low,0.147,Intent,62
TXN13053,3,Premium,1240332,857,Low,0.038,Autopay,15
TXN13054,6,High Value,2510501,787,High,0.18,Mobile,58
TXN13055,1,Premium,2270767,626,High,0.115,QR,72
TXN13056,8,High Value,1064551,876,Medium,0.123,Autopay,23
TXN13057,7,Premium,1999857,684,Medium,0.219,QR,74
TXN13058,6,Low Value,2615335,675,High,0.036,Intent,94
TXN13059,8,Premium,2367041,664,Low,0.131,Autopay,94
TXN13060,2,Mid Value,2286131,661,High,0.119,Mobile,59
TXN13061,5,Low Value,2713205,710,Low,0.063,Autopay,27
TXN13062,1,High Value,1728537,657,Low,0.006,QR,74
TXN13063,6,High Value,2760670,853,Medium,0.233,Mobile,45
TXN13064,5,Premium,2595638,798,Medium,0.019,QR,4
TXN13065,6,Premium,3092866,844,High,0.229,Autopay,44
TXN13066,5,Premium,2514020,743,High,0.077,Intent,89
TXN13067,0,Low Value,367547,895,High,0.161,QR,8
TXN13068,8,High Value,2151239,769,Low,0.015,Mobile,58
TXN13069,5,High Value,2321721,853,Medium,0.013,Mobile,34
TXN13070,5,Low Value,1655430,717,Low,0.067,Mobile,3
TXN13071,7,Mid Value,2538718,691,High,0.072,Mobile,78
TXN13072,3,Premium,1445729,859,Low,0.131,Intent,85
TXN13073,0,Low Value,2276561,861,Medium,0.108,QR,88
TXN13074,7,Mid Value,3081653,776,Medium,0.218,QR,36
TXN13075,3,Premium,1083718,885,Medium,0.017,Mobile,68
TXN13076,4,Premium,1417910,801,Medium,0.012,QR,73
TXN13077,0,Premium,2676196,598,Medium,0.009,Mobile,48
TXN13078,3,High Value,718347,632,Low,0.002,QR,43
TXN13079,7,Mid Value,2332641,741,Low,0.186,Autopay,61
TXN13080,6,High Value,3021908,779,High,0.201,Autopay,37
TXN13081,0,Mid Value,2484267,596,Low,0.121,QR,81
TXN13082,4,High Value,525099,769,Medium,0.24,QR,4
TXN13083,7,Premium,2014310,703,High,0.088,Intent,79
TXN13084,8,High Value,2500285,816,Medium,0.099,QR,98
TXN13085,2,Premium,2723436,826,High,0.156,Autopay,11
TXN13086,2,Premium,2720568,652,High,0.085,Autopay,29
TXN13087,9,Low Value,788334,597,Medium,0.027,QR,36
TXN13088,9,Mid Value,574040,840,Low,0.241,Autopay,18
TXN13089,7,Low Value,1995263,651,Low,0.192,Autopay,10
TXN13090,4,Mid Value,2830732,607,Low,0.097,Mobile,12
TXN13091,9,Premium,2063473,667,Medium,0.117,Autopay,27
TXN13092,7,Low Value,2204100,758,High,0.144,Intent,58
TXN13093,9,High Value,3186355,811,Low,0.249,Autopay,22
TXN13094,5,Premium,1482961,602,Low,0.088,Intent,10
TXN13095,1,Mid Value,1594315,566,High,0.229,Intent,30
TXN13096,9,Mid Value,277452,767,Medium,0.05,QR,53
TXN13097,1,Premium,332897,636,Low,0.013,Intent,7
TXN13098,1,Mid Value,2931843,804,Low,0.12,Autopay,38
TXN13099,9,Mid Value,3127888,619,Low,0.172,QR,98
TXN13100,8,Low Value,2398641,709,High,0.189,Intent,32
TXN13101,0,Premium,1344495,849,Low,0.059,Mobile,19
TXN13102,3,Mid Value,2062181,721,Medium,0.203,Intent,66
TXN13103,7,High Value,1760738,735,Medium,0.151,Intent,13
TXN13104,6,Mid Value,2764096,864,Low,0.121,QR,99
TXN13105,5,Low Value,798609,708,Medium,0.245,QR,75
TXN13106,8,Premium,3120118,842,Medium,0.25,Intent,61
TXN13107,8,Premium,1405001,876,Low,0.035,Mobile,37
TXN13108,5,Low Value,1009072,865,High,0.134,QR,22
TXN13109,9,Mid Value,467676,788,High,0.202,Intent,89
TXN13110,8,Premium,1703903,899,High,0.051,Mobile,36
TXN13111,0,High Value,2022094,772,Medium,0.082,Mobile,42
TXN13112,7,Premium,2110132,593,High,0.175,Mobile,26
TXN13113,7,Low Value,3063730,555,High,0.217,Autopay,29
TXN13114,5,Mid Value,1418468,897,Low,0.077,QR,71
TXN13115,2,Mid Value,849820,603,High,0.116,Intent,65
TXN13116,8,Low Value,455637,705,High,0.09,QR,52
TXN13117,4,Mid Value,2287125,887,Medium,0.158,Autopay,26
TXN13118,7,Premium,3048380,870,High,0.123,Mobile,80
TXN13119,0,High Value,1765541,701,Low,0.235,Intent,32
TXN13120,4,Premium,1553894,626,Medium,0.099,QR,42
TXN13121,7,Mid Value,1021552,636,Medium,0.123,QR,67
TXN13122,2,Premium,2364452,881,High,0.219,QR,68
TXN13123,4,Low Value,1141692,767,High,0.095,Mobile,90
TXN13124,0,Low Value,418943,714,Medium,0.03,Autopay,21
TXN13125,3,High Value,3089333,616,Low,0.082,Autopay,83
TXN13126,2,Low Value,598706,729,High,0.042,Intent,81
TXN13127,4,Low Value,705352,586,High,0.141,QR,22
TXN13128,5,Mid Value,2097724,842,Low,0.028,QR,56
TXN13129,3,Premium,2531609,734,High,0.236,Autopay,82
TXN13130,7,Mid Value,327402,808,High,0.237,Autopay,65
TXN13131,8,Premium,391375,837,Medium,0.031,Autopay,97
TXN13132,0,Low Value,2062611,674,Low,0.188,Autopay,56
TXN13133,4,Premium,995169,619,High,0.006,Mobile,31
TXN13134,2,Mid Value,1828636,868,Low,0.023,Autopay,66
TXN13135,1,High Value,624076,854,Medium,0.223,Mobile,44
TXN13136,1,High Value,1711681,699,Low,0.148,Autopay,46
TXN13137,9,Mid Value,520747,620,High,0.234,Intent,53
TXN13138,4,Premium,2823214,648,Low,0.009,Intent,50
TXN13139,8,Premium,1089734,633,High,0.06,QR,23
TXN13140,3,Premium,1700272,815,High,0.191,Intent,27
TXN13141,7,Premium,1287633,718,Low,0.1,Mobile,68
TXN13142,6,Low Value,1080368,622,Medium,0.19,Intent,50
TXN13143,0,Mid Value,2714333,637,Medium,0.237,Autopay,1
TXN13144,7,High Value,3066720,746,Medium,0.235,QR,49
TXN13145,6,Low Value,1319334,793,Low,0.085,QR,64
TXN13146,2,Premium,1777326,809,Medium,0.055,Autopay,43
TXN13147,2,Mid Value,597517,888,Low,0.149,Autopay,72
TXN13148,1,Low Value,637588,873,Low,0.11,Mobile,93
TXN13149,4,Premium,2306903,745,Low,0.066,QR,35
TXN13150,2,Low Value,1043864,847,High,0.21,Autopay,36
TXN13151,3,Mid Value,2705843,735,Medium,0.023,QR,31
TXN13152,3,High Value,1913360,583,Low,0.223,Mobile,74
TXN13153,8,Low Value,2554442,707,Medium,0.007,Mobile,36
TXN13154,5,High Value,1069899,709,Medium,0.171,Intent,33
TXN13155,9,Mid Value,1200907,568,Medium,0.237,QR,3
TXN13156,2,High Value,1584341,813,High,0.209,Mobile,49
TXN13157,3,High Value,2168730,703,Medium,0.045,Mobile,19
TXN13158,4,Premium,1704656,855,Low,0.095,Autopay,23
TXN13159,2,Premium,1612713,652,Medium,0.19,Mobile,23
TXN13160,3,High Value,982729,801,High,0.135,Intent,5
TXN13161,3,Premium,1099392,815,Low,0.093,Mobile,55
TXN13162,3,Mid Value,2943642,672,Medium,0.24,Autopay,47
TXN13163,9,Mid Value,1688408,729,High,0.009,Autopay,74
TXN13164,3,High Value,383530,875,Medium,0.031,QR,52
TXN13165,0,Low Value,846033,593,High,0.012,Intent,82
TXN13166,3,Mid Value,3179000,603,Low,0.071,QR,53
TXN13167,5,Low Value,1117011,849,Low,0.172,Intent,11
TXN13168,9,Low Value,1192514,636,Low,0.025,QR,31
TXN13169,2,Mid Value,2493947,722,Medium,0.143,Autopay,90
TXN13170,4,Low Value,664520,840,Low,0.082,Autopay,94
TXN13171,2,Mid Value,1277213,659,Low,0.203,Mobile,31
TXN13172,2,Mid Value,2103482,631,High,0.127,Intent,41
TXN13173,0,High Value,2553434,801,High,0.156,QR,19
TXN13174,6,High Value,357238,608,High,0.004,Intent,10
TXN13175,9,High Value,1246179,566,Low,0.166,Autopay,42
TXN13176,1,Premium,1659279,748,Medium,0.153,QR,98
TXN13177,4,Premium,2846681,878,Medium,0.022,Autopay,42
TXN13178,2,Mid Value,1369874,683,High,0.24,Intent,2
TXN13179,9,Premium,1916932,613,High,0.081,QR,70
TXN13180,8,Premium,3036873,555,Low,0.114,Autopay,87
TXN13181,2,High Value,2618303,726,Medium,0.205,Mobile,76
TXN13182,7,Mid Value,519775,853,High,0.164,QR,96
TXN13183,0,Low Value,3177899,781,High,0.249,Autopay,51
TXN13184,0,Premium,1015525,721,Low,0.002,Mobile,8
TXN13185,3,High Value,1668990,890,Medium,0.188,Autopay,99
TXN13186,7,Low Value,1494808,565,Low,0.238,Mobile,15
TXN13187,5,Low Value,1114772,589,Low,0.087,Autopay,70
TXN13188,0,Premium,2184234,559,Medium,0.142,Mobile,66
TXN13189,2,High Value,2397586,573,High,0.238,QR,34
TXN13190,0,Premium,1369679,689,High,0.138,Intent,6
TXN13191,9,Premium,359283,595,Low,0.142,QR,9
TXN13192,1,Low Value,1840660,604,Low,0.129,Intent,31
TXN13193,9,Premium,1148600,891,Low,0.126,Mobile,49
TXN13194,3,Mid Value,470496,773,Medium,0.211,Autopay,92
TXN13195,0,Low Value,217709,562,High,0.076,Autopay,79
TXN13196,9,Low Value,2430359,555,Medium,0.011,Mobile,16
TXN13197,8,High Value,2058068,698,Medium,0.155,Autopay,95
TXN13198,6,Mid Value,2728919,722,High,0.116,Autopay,79
TXN13199,8,Low Value,1379980,759,Medium,0.226,Intent,89
TXN13200,8,Premium,402411,855,High,0.196,Mobile,96
TXN13201,2,High Value,1300962,606,Medium,0.007,Mobile,96
TXN13202,7,Low Value,2966461,579,Medium,0.163,Intent,80
TXN13203,3,Premium,1148649,777,High,0.122,Autopay,31
TXN13204,6,Mid Value,2777588,773,Low,0.023,Intent,87
TXN13205,8,Premium,1865610,554,Medium,0.06,Autopay,43
TXN13206,6,Premium,1730475,781,High,0.191,QR,9
TXN13207,2,Mid Value,1313993,747,Medium,0.029,QR,21
TXN13208,6,Low Value,1966396,749,High,0.21,QR,22
TXN13209,0,Premium,2789942,817,High,0.194,Mobile,92
TXN13210,4,Premium,2241333,796,Medium,0.065,Autopay,85
TXN13211,2,Premium,1218776,864,Medium,0.037,Intent,8
TXN13212,6,Mid Value,1213731,659,High,0.141,QR,36
TXN13213,5,Premium,1542937,777,Medium,0.06,Autopay,97
TXN13214,9,Premium,1510775,848,High,0.129,QR,42
TXN13215,4,Low Value,1175426,697,Medium,0.117,Autopay,81
TXN13216,7,Low Value,2716848,591,Medium,0.217,Intent,36
TXN13217,6,Mid Value,2749114,882,High,0.12,Mobile,91
TXN13218,1,Mid Value,1258355,685,Medium,0.174,Autopay,11
TXN13219,8,Mid Value,431481,856,Low,0.206,Intent,74
TXN13220,9,Premium,998831,559,Low,0.078,QR,46
TXN13221,7,Mid Value,1423154,657,Low,0.197,Autopay,65
TXN13222,6,Mid Value,3076371,887,Medium,0.142,QR,60
TXN13223,7,Low Value,1492128,785,Medium,0.246,Autopay,16
TXN13224,6,Low Value,2880307,724,Medium,0.104,Autopay,85
TXN13225,6,Premium,2698653,745,High,0.073,Intent,69
TXN13226,7,High Value,2831696,711,High,0.076,Autopay,98
TXN13227,9,High Value,1723947,836,Medium,0.054,Autopay,8
TXN13228,3,Low Value,2133364,860,High,0.015,Mobile,45
TXN13229,2,High Value,2418485,709,High,0.203,Intent,76
TXN13230,8,High Value,1820955,647,Low,0.248,Intent,8
TXN13231,3,Low Value,2426105,862,Medium,0.123,QR,24
TXN13232,2,Premium,1277053,587,Medium,0.249,Autopay,30
TXN13233,0,Low Value,2335785,725,Low,0.22,Autopay,37
TXN13234,0,Low Value,968209,554,Medium,0.24,Mobile,52
TXN13235,3,High Value,2618399,744,High,0.043,Intent,86
TXN13236,5,Premium,2053438,583,Low,0.202,Autopay,84
TXN13237,8,Premium,549971,577,High,0.211,Autopay,61
TXN13238,6,Premium,2922288,852,Medium,0.129,Intent,79
TXN13239,8,Premium,2202708,753,High,0.233,Autopay,88
TXN13240,4,High Value,243317,588,Medium,0.073,QR,92
TXN13241,0,High Value,2887294,720,Low,0.245,Intent,44
TXN13242,0,High Value,1173649,849,High,0.05,Mobile,34
TXN13243,8,Mid Value,2384059,865,High,0.003,Intent,63
TXN13244,2,Mid Value,1021732,645,Medium,0.08,Mobile,57
TXN13245,5,High Value,3159439,639,High,0.059,Mobile,9
TXN13246,3,Low Value,2378877,766,Low,0.075,Mobile,60
TXN13247,4,High Value,1853314,566,Low,0.049,QR,49
TXN13248,1,Low Value,625316,682,Medium,0.214,Autopay,66
TXN13249,5,Premium,2632727,887,High,0.235,Intent,22
TXN13250,6,High Value,3151525,639,High,0.157,QR,44
TXN13251,5,Mid Value,1097579,657,High,0.057,Intent,90
TXN13252,0,Low Value,2294058,569,High,0.219,Autopay,51
TXN13253,6,Low Value,384061,844,Low,0.11,QR,40
TXN13254,6,Premium,2889887,807,Low,0.072,Intent,95
TXN13255,8,Mid Value,2478100,814,Low,0.213,QR,44
TXN13256,1,Mid Value,2610853,816,Medium,0.026,QR,74
TXN13257,7,Mid Value,677644,753,High,0.234,QR,94
TXN13258,1,High Value,217203,560,High,0.026,Mobile,81
TXN13259,4,High Value,2162685,838,High,0.214,Autopay,49
TXN13260,0,Mid Value,2080023,590,Low,0.13,Autopay,67
TXN13261,8,High Value,2806371,842,Medium,0.243,Mobile,52
TXN13262,8,Mid Value,1042207,864,Low,0.018,QR,80
TXN13263,8,Mid Value,401474,827,Low,0.039,Autopay,28
